label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Văn phòng,laptop-asus-zenbook-14-oled-ux3402va-km068w,Laptop ASUS Zenbook 14 OLED UX3402VA-KM068W,14000000,91,10,asus,zenbook,0.0,Màn hình 14 inch cùng tấm nền OLED 90 Hz cho bạn trải nghiệm sử dụng thêm mượt mà CPU Intel Core i7-1360P mạnh mẽ cân mọi tác vụ văn phòng mượt mà RAM 16 GB có thể mở nhiều tab trình duyệt cùng một lúc mà lo giật hoặc treo máy Ổ cứng SSD 512 GB có dung lượng lưu trữ đủ lớn và tốc độ truy xuất nhanh Khối lượng mỏng nhẹ chỉ 1.39 kg dễ dàng mang máy đi khắp nơi,Xanh,2023,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i7-1360P 2.2 GHz (18MB Cache, tối đa 5.0 GHz, 12 lõi / 16 luồng)",16GB,LPDDR5 Onboard,16GB LPDDR5 Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,90Hz,Tấm nền OLED/AMOLED,14 inches,Thời gian phản hồi 0.2msĐộ sáng tối đa 600nits HDRĐộ phủ màu 100% DCI-P3 HDR True Black 6001 tỷ màuSGS Eye Care Display,2880 x 1800 pixels,Công nghệ khuếch đại thông minh Loa tích hợp Micro tích hợp sẵn Harman/kardon (Premium),Vỏ kim loại,31.36 x 22.06 x 1.69 ~ 1.69 cm,1.39 kg,"Wi-Fi 6, Bảo mật vân tay, Màn hình Oled",Bàn phím có đèn nền,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp phím nguồn McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM),1080p FHD camera,Windows 11 Home,"75WHrs, 2S2P, 4-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 2*2,Bluetooth 5,1x USB 3.2 Gen 2 Type-A 2x Thunderbolt 4 (Màn hinh / Sạc) 1x HDMI 2.1 TMDS 1x 3.5mm Đầu đọc thẻ Micro SD
Văn phòng,laptop-lenovo-ideapad-slim-5-light-14abr8-82xs002jvn,Laptop Lenovo Ideapad Slim 5 Light 14ABR8 82XS002JVN,12000000,17,75,lenovo,ideapad,1.6,"Hiệu Năng Mạnh Mẽ với Bộ Xử Lý AMD Ryzen™ 7 7730U mang lại hiệu suất ấn tượng. Đồ Họa Mạnh Mẽ với AMD Radeon™ Graphics mang đến trải nghiệm đồ họa mượt mà và chất lượng. Không gian lưu trữ lên đến 16GB tích hợp và ổ SSD 512GB, đảm bảo khả năng đáp ứng nhanh chóng và lưu trữ hiệu quả. Pin tích hợp 47Wh và bộ sạc 65W USB-C® (3-pin) giúp duy trì thời lượng pin lâu dài và sạc nhanh chóng.",Xám,2022,Singapore,AMD Radeon™ Graphics,"AMD Ryzen™ 7 7730U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",16GB,DDR4-3200,16GB DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,512GB,,Tấm nền IPS,14 inches,"Kích thước 14""Độ phân giải FHD (1920x1080)Tấm nền IPSĐộ sáng tối đa 300 nits100% sRGBChống chóiChứng nhận TUV Low Blue Light",1920 x 1080 pixels (FullHD),2x Loa stereo1.5WDolby® Audio™,,324.1 x 215.7 x 17.1 mm,1.17 kg,Wi-Fi 6,,,FHD 1080p với màn trập riêng tư,Windows® 11 Home,47Wh,"Wi-Fi® 6, 11ax 2x2",Bluetooth 5.2,"2x USB 3.2 Gen 11x USB-C® 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort™ 1.2)1x HDMI® 1.4b1x Jack tai nghe / micro kết hợp (3.5mm)1x Đầu đọc thẻ SD"
Văn phòng,laptop-msi-modern-15-a5m-238vn,Laptop MSI Modern 15 A5M 238VN,15000000,70,19,msi,modern,1.6,"Chip R5-5500U cùng card AMD Radeon Graphics chạy tốt các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS Ram 8GB + 1 khe trống cho phép nâng cấp tối đa đến 64GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình 15.6 inch độ phân giải Full HD mang lại chất lượng hiển thị sắc nét Tích hợp web cam 720p cho phép đàm thoại thông qua video thoải mái Thiết kế vỏ nhựa cứng cáp, nặng 1.6 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 11 bản quyền",Xám,2021,Trung Quốc,AMD Radeon Graphics,AMD Ryzen 5-5500U 6 Nhân 12 Luồng,8GB,"DDR4 3200MHz, 2 khe tối đa 64GB","8GB DDR4 3200MHz, 2 khe tối đa 64GB 2 kheTrống 1 khe, up to 64GB SDRAM","512GB NVMe PCIe Gen3x4 SSD, 2 khe M.2 SSD NVMe PCIe Gen3x4",512GB,,Tấm nền IPS,15.6 inches,"Chống chói, góc mở 180 độ",1920 x 1080 pixels (FullHD),"2x 2W, đạt chuẩn Hi-Res Audio",,356 x 233 x 16.9 mm,1.6 kg,Wi-Fi 6,Single LED - Trắng,,HD 720p,Windows 11 Home SL,3-Cell 52Wh (hỗ trợ sạc nhanh),802.11 ax Wi-Fi 6E,v5.1,1x Type-C USB3.2 Gen21x Type-A USB3.2 Gen22x Type-A USB3.2 Gen21x HDMI(4K@30Hz)1x Đầu đọc thẻ Micro SD1 Mic-in/Headphone-out Combo Jack1x Cổng sạc
Văn phòng,laptop-dell-vostro-3520-y4g15,Laptop Dell Vostro 3520 Y4G15,18000000,15,63,dell,vostro,1.7,"Bộ vi xử lý Intel Core i7 1255U xử lý nhanh chóng và hiệu quả các tác vụ thường ngày như soạn thảo săn bản, xem phim, giải trí hay chỉnh sửa video, hình ảnh và chơi game ở mức cấu hình trung bình. RAM 8 GB thực hiện nhanh gọn các tác vụ, mở đồng thời hàng chục tab Chrome mà không lo giật lag gây gián đoạn trong quá trình sử dụng. Ổ cứng SSD 512 GB có tốc độ đọc, ghi cao, rút ngắn đáng kể thời gian phản hồi, khởi động máy. Màn hình lớn 15.6 inch Full HD mang đến góc nhìn được tối ưu, rộng lớn và đã mắt với chất lượng hình ảnh hiển thị rõ nét, trung thực. Tần số quét 120 Hz cho mọi thao tác mượt mà, nâng cao trải nghiệm chơi game.",Đen,2022,Hàn Quốc,"NVIDIA GeForce MX550, 2 GB, GDDR6","Intel Core i7-1255U (12 MB cache, 10 lõi / 12 luồng, 1.70 GHz to 4.70 GHz, 15 W)",8GB,"DDR4, 2666 MHz","8GB DDR4, 2666 MHz","512 GB, M.2 2230, PCIe NVMe SSD",512GB,120 Hz,Tấm nền IPS,15.6 inches,"Màn hình chống chói Độ phủ màu 45% NTSCĐộ sáng 250 nitsAG, Flat",1920 x 1080 pixels (FullHD),"Loa âm thanh nổi, 2 W x 2 = 4 W",Vỏ nhựa,16.96 - 22.47 x 358.50 x 235.56 mm (Dày x Rộng x Dài),1.66 kg,Wi-Fi 6,,,Camera HD 720p,Free OS,"4-cell, 54 Wh lithium-polymer",Intel Wi-Fi 6 2x2 (Gig+),Có,2x USB 3.2 Gen 1 1x USB 2.0 1x Tai nghe (kết hợp tai nghe và micrô) 1x HDMI 1.4  1x RJ45 Ethernet
Văn phòng,laptop-hp-pavilion-15-eg3091tu-8c5l2pa,Laptop HP Pavilion 15-EG3091TU 8C5L2PA,14000000,22,49,hp,pavilion,0.0,"CPU Intel Core i7 1355U cung cấp hiệu suất mạnh mẽ cho các tác vụ đa nhiệm, xử lý mọi tác vụ trơn tru. Card đồ họa tích hợp Intel Iris Xe Graphics phù hợp cho các tác vụ văn phòng, giải trí và chính sửa ảnh đơn giản hoặc chơi các tựa game nhẹ. RAM 16 GB cho khả năng xử lý đồng thời nhiều tác vụ và ứng dụng nặng một cách dễ dàng. Ổ cứng SSD NVMe PCIe dung lượng 512 GB hỗ trợ khởi động máy và khởi chạy ứng dụng nhanh chóng. Màn hình 15.6 inch Full HD bạn sẽ được trải nghiệm màu sắc trung thực, độ sáng cao và góc nhìn rộng.",Vàng,2024,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i7 - 1355U (10 lõi / 12 luồng, 1.70 GHz, Turbo Boost 5.0 GHz, 12 MB)",16GB,DDR4 3200 MHz,"16GB DDR4 3200 MHz 2 khe (1 khe 8 GB + 1 khe 8 GB, nâng cấp tối đa 32 GB)",512 GB SSD NVMe PCIe,512GB,60 Hz,Tấm nền IPS,15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chóiĐộ sáng 250 nits,1920 x 1080 pixels (FullHD),Audio by B&ORealtek High Definition AudioHP Audio Boost,Vỏ kim loại,360.2 x 234 x 18 mm  (Dài x Rộng x Dày),1.69 kg,Wi-Fi 6,Không có đèn,,HD webcam,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",Wi-Fi 6 (802.11ax),Bluetooth 5.3,"1x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)1x Jack tai nghe 3.5 mm2x USB 3.21x HDMI"
Văn phòng,laptop-huawei-matebook-d15,Laptop Huawei Matebook D15,18000000,88,0,huawei,matebook,0.0," Trọng lượng nhẹ, thiết kế sang trọng, bắt mắt với chất liệu hợp kim nhôm   Hiển thị mọi chi tiết rõ ràng, chân thực - Màn hình 15.6 inch Full HD, hạn chế ánh sáng độc hại  Đa nhiệm mượt mà trước mọi tác vụ - RAM 8GB và SSD lên đến 512GB  Hiệu năng mạnh mẽ, nâng cao tốc độ xử lí - Intel® Core™ i5-1135G7 thế hệ thứ 11",Bạc,2024,Hàn Quốc,Đồ họa Intel® Iris® Xe,Intel® Core™ i5-1135G7 thế hệ thứ 11,8GB,8 GB LPDDR4X,8GB 8 GB LPDDR4X,SSD NVMe PCIe 512 GB,SSDGB,,Tấm nền IPS,15.6 inches,IPS LCD,1920 x 1080 pixels (FullHD),Dolby AudioPremium,Vỏ kim loại,357.8 x 229.9 x 16.9 mm,"Khoảng 1,56 kg","Viền màn hình siêu mỏng, Bảo mật vân tay",,,Camera lõm HD 720p,Windows 10 Home SL,42 Wh (công suất định mức),"Wi-Fi: IEEE 802.11a/b/g/n/ac, 2.4GHz and 5GHz, 2 x 2 MIMO",5.0,USB 3.2 Gen1 x 1USB 2.0 x 2USB-C x 1HDMI x 1
Văn phòng,laptop-asus-vivobook-s14-s433ea,Laptop ASUS VivoBook S433EA,20000000,18,90,asus,vivobook,3.0,"Intel Core i5-1135G7 xử lý mượt mà các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS. Ram 8GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà, mở nhiều trang cùng lúc không bị giật, lag. Độ phân giải Full HD, màn hình 14.0 inch, tấm nền IPS, mang lại chất lượng hiển thị rõ nét, mượt mà. Cổng kết nối đa dạng - Thuận tiện cho người dùng. Năng lượng bất tận cả ngày với viên pin 3 Cells 50WHrs. Thiết kế vỏ kim loại sang trọng, nặng 1.4 kg thuận tiện di chuyển, mang theo. Máy đi kèm Windows 10 bản quyền.",Đen,2024,Nhật Bản,Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"DDR4 3200Mhz, không hỗ trợ nâng cấp","8GB DDR4 3200Mhz, không hỗ trợ nâng cấp",512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),512GB,,Tấm nền IPS,14 inches,Anti-Glare with 45% NTSC,1920 x 1080 pixels (FullHD),Audio by Harman/Kardon,Vỏ kim loại,32.4 x 21.3 x 1.59 (cm),1.4 kg,"Viền màn hình siêu mỏng, Wi-Fi 6",,,HD webcam,Windows 10 Home SL,3 Cells 50WHrs,Wi-Fi 6(Gig+)(802.11ax)(2x2),v5.0,"1x Thunderbolt™ 4 USB-C®,  1x USB 3.2 Gen 1 Type-A,  2x USB 2.0,  1x HDMI"
Văn phòng,laptop-asus-vivobook-14x-oled-s3405va-km071w,Laptop ASUS VivoBook 14X OLED S3405VA-KM071W,18000000,44,82,asus,vivobook,1.6,"Thiết kế laptop mỏng nhẹ với gam màu sang trọng, trọng lượng chỉ 1.4 kg, thích hợp để bạn mang theo bên mình CPU Intel Core i9 - 13900H giúp bạn xử lý mượt mà các tác vụ văn phòng cùng xử lý hình ảnh nhẹ Ổ cứng SSD 512GB có không gian lưu trữ lớn, giúp bạn không lo về việc cất giữ dữ liệu, tài liệu Màn hình 14 inch kết hợp độ phủ màu DCI-P3 lên đến 100% giúp trải nghiệm hình ảnh, video trở nên sác nét, sống động",Đen,2021,Singapore,Intel Iris Xe Graphics,"Intel Core i9-13900H (24MB Cache, up to 5.4GHz, 14 lõi / 20 luồng)",16GB,DDR4,16GB DDR4 2 khe (8GB DDR4 on board + 8GB DDR4 SO-DIMM),512GB M.2 NVM PCIe 3.0 SSD,512GB,90Hz,Tấm nền OLED/AMOLED,14 inches,Độ sáng tối đa 400 nits Độ phủ màu DCI-P3:100%Tỉ lệ 16:101 tỉ màu,2880 x 1800 pixels,Hệ thống âm thanh SonicMaster,Vỏ kim loại,31.71 x 22.25 x 1.89 ~ 1.89 cm (W x H x D),1.4 kg,Wi-Fi 6,Bàn phím có đèn nền,,720p HD với màn trập camera,Windows 11 Home,"63WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6(802.11ax) (Dual band) 2x2,Bluetooth 5,1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 2.1 1x Jack cắm tai nghe1x DC-in
Văn phòng,laptop-dell-inspiron-3501-70253897,Laptop Dell Inspiron 3501 70253897,20000000,3,7,dell,inspiron,1.1,"Chip Core i5-1135G7 tiết kiệm pin, hiệu năng ổn định thích hợp làm văn phòng. Ổ cứng Ram 8GB ,SSD 512GB - Không lo tràn ram hay khởi động máy chậm khi sử dụng Màn hình với độ phân giải cao cùng lớp phủ chống chói - Hiển thị tốt trong nhiều điều kiện ánh sáng khác nhau. Tích hợp webcam HD cho phép đàm thoại thông qua video thoải mái. Năng lượng bất tận cả ngày với viên pin 3Cell 42WHrs. Thiết kế mỏng nhẹ - chỉ 1.96 kg, đồng hành cùng bạn khắp mọi nơi. Máy đi kèm Windows 10 bản quyền.",Đen,2023,Hàn Quốc,NVIDIA GeForce MX330 2GB GDDR5,"Intel Core i5-1135G7, tối đa 4.20GHz, 4 nhân 8 luồng, 8MB Cache",8GB,"8GB (8GBx1) DDR4 3200MHz, 2 khe","8GB 8GB (8GBx1) DDR4 3200MHz, 2 khe",512GB M.2 PCIe Gen3 x4 NVMe,512GB,,,15.6 inches,"Màn hình chống chói, 220nits",1080 x 1920 pixels (FullHD),2 loa,,363.96 x 249 x 19.9 mm,1.96 Kg,,,,HD Camera,Windows 10 Home,3Cell 42WHrs,802.11 AC,v4.2,2x USB 3.2 Gen 1  1x USB 2.0   1x HDMI 1.4   1x Audio Jack
Văn phòng,laptop-lenovo-ideapad-5-pro-14acn6-82l700m9vn,Laptop Lenovo Ideapad 5 PRO 14ACN6 82L700M9VN,15000000,68,70,lenovo,ideapad,2.0,"Chip R5-5600U cùng card AMD Radeon Graphics xử lý mượt mà các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS, chơi game nhẹ. Ram 16GB, ổ cứng SSD 512GB dung lượng lớn mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình 14.0 inches 90Hz với độ phân giải 2K (Quad HD) cùng với màn hình chống loá, độ phủ màu 100% sRGB cho hình ảnh chất lượng hiển thị sắc nét, mượt mà. Tích hợp Webcam 720p cho phép đàm thoại thông qua video thoải mái. Thiết kế vỏ kim loại sang trọng, nặng 1.38 kg thuận tiện di chuyển, mang theo. 2 loa + Công nghệ âm thanh Dolby Atmos - mang lại trải nghiệm giải trí chân thật. Máy đi kèm Windows 11 bản quyền.  ",Xám,2024,Nhật Bản,AMD Radeon Graphics,Ryzen 5 AMD Ryzen 5 5600U,16GB,DDR4-3200hz,16GB DDR4-3200hz Không hỗ trợ nâng cấp,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,512GB,,Tấm nền IPS,14 inches,"Tần số quét 90Hz,màn hình chống loá, Độ phủ màu 100% sRGB",2880 x 1800 pixels,"2W x2, Dolby Atmos",Vỏ kim loại,312.2 x 221 x 15.99-17.99 mm,1.38 kg,Wi-Fi 6,,,HD 720p,Windows 11 Home SL,56.5Wh,"Wi-Fi 6 11ax, 2x2",v5.1,"1x USB 3.2 Gen 1  1x USB 3.2 Gen 1   1x USB-C 3.2 Gen 1   1x USB-C 3.2 Gen 1   1x HDMI 1.4b  1x Khe đọc thẻ nhớ  1x Jack tai nghe, micro (3.5mm)"
Văn phòng,laptop-huawei-matebook-d14,Laptop Huawei Matebook D14,19000000,75,31,huawei,matebook,3.5," Màn hình 14 inch FullHD tái tạo không gian chân thực, bảo vệ mắt chống chói lóa  Sức mạnh tiên tiến, lưu trữ dễ dàng - Bộ vi xử lý Intel Core i5 thế hệ thứ 10, Ram DDR4 8GB, SSD 512GB  Dễ dàng kết nối và chia sẻ với đa dạng cổng kết nối: USB-A, USB-C, HDMI, Jack tai nghe 3.5mm  Thoải mái sử dụng không lo gián đoạn với viên pin lớn 56 Wh",Xám bạc,2022,Đài Loan,Intel UHD,Intel Core i5-10210U,8GB,DDR4,8GB DDR4,512GB SSD PCIe,512GB,,Tấm nền IPS,14 inches,Màn hình chống loá,1920 x 1080 pixels (FullHD),2 W / loa x 2,Vỏ kim loại,322.5mm x 214.8mm x 15.9mm,1.38 kg,Wi-Fi 6,,,HD 720p,Windows 10 Home SL,56 Wh,IEEE 802.11a/b/g/n/ac,v5.0,"USB-A 3.0 x 1 USB-A 2.0 x 1  USB-C x 1HDMI x 1 Tai nghe có mic 3,5 mm và jack micro tích hợp 2 trong 1 x 1"
Văn phòng,laptop-fujitsu-uh-x-9u13a2-4zr1g97609,Laptop Fujitsu UH-X 9U13A2 4ZR1G97609,14000000,19,41,fujitsu,uh-x,1.5,"Siêu mỏng nhẹ, nặng chỉ 878gr - sang trọng, dễ dàng mang theo Không ngại tràn ram khi mở nhiều ứng dụng với 16GB Ram onboard Lưu trữ thả ga với 512GB SSD, khởi động máy nhanh hơn Tích hợp Webcam HD cho phép trò chuyện",Đen,2021,Đài Loan,Intel Iris Xe Graphics,Intel Core i5-1135G7,16GB,LPDDR4X tốc độ 4266,"16GB LPDDR4X tốc độ 4266 Ram onboard, không hỗ trợ nâng cấp","SSD PCIe 512 GB, M.2",SSDGB,,Tấm nền IPS,13.3 inches,Màn hình chống loá,1920 x 1080 pixels (FullHD),"Loa kép, Realtek ALC255 HD Audio",Vỏ kim loại,307 x 197 x 15.5 mm,878g,"Viền màn hình siêu mỏng, Wi-Fi 6",LED đơn sắc,Bảo mật vân tay;  Hỗ trợ Windows Hello;  Mật khẩu bảo vệ quản trị viên và người dùng,720P,Windows 11 Home SL,50Wh,Wi-Fi 6,v5.1,"x1 Combo mic tai nghe 3.5 mm x2 USB3.2 (Gen2) Type-Cx2 USB3.2 (Gen1) Type-Ax1 HDMIx1 Ethernet RJ-45x1 khe đọc thẻ nhớ (hỗ trợ SD, SDHC, SDXC)"
Văn phòng,laptop-lg-gram-2023-14z90r-g-ah75a5,Laptop LG Gram 2023 14Z90R-G.AH75A5,25000000,33,29,lg,gram,4.6,"Thiết kế kiểu dáng thanh lịch, dễ dàng mang theo mọi nơi - Có độ mỏng 16.8mm và nhẹ 999g Chip i7-1360P kết hợp cùng card đồ họa Intel Iris Xe Graphics cho phép bạn thực hiện những công việc văn phòng cũng như chỉnh sửa hình ảnh trên PTS Trang bị màn hình 14 inch WUXGA tích hợp cùng độ phủ màu DCI-P3 99% đem đến những hình ảnh, thước phim rõ nét, chân thật Đa dang cổng kết nối, giúp bạn thuận tiện hơn trong công việc và dễ dàng chia sẻ - USB type C, USB Type A, HDMI, DC-in",Đen,2022,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i7-1360P 2.2 GHZ (up to 5.0 GHz, 18MB, 12 lõi/luồng)",16GB,LPDDR5 6000MHz,16GB LPDDR5 6000MHz 1 khe RAM 16GB,512GB SSD NVMe Gen 4 (2 khe cắm SSD M.2),512GB,"Từ 31Hz đến 144Hz, Thông thường: 60Hz",Tấm nền IPS,14 inches,Màn hình chống chói Độ sáng 350 nits Tần số quét 60Hz Độ phủ màu DCI-P3 99%,1920 x 1200 pixels (WUXGA),Âm thanh HD cùng với Dolby Atmos,Vỏ kim loại,312 x 213.9 x 16.8 mm (Dài x Rộng x Cao),999g,Wi-Fi 6,,,Webcam IR FHD IR có 2 micrô,Windows 11 Home,72 Wh Li-Ion,Intel Wireless-AX211,BT 5.1,1x Jack cắm tai nghe 2x USB 4 Gen3x2 Type C 1x HDIM 1x DC-in2x USB 3.2 Gen2x1
Văn phòng,laptop-msi-modern-14-b5m-202vn,Laptop MSI Modern 14 B5M 202VN,19000000,52,45,msi,modern,2.8,"Chip R5-5500U cùng card AMD Radeon Graphics chạy tốt các tác vụ văn phòng hay chỉnh sửa ảnh cơ bản trên PTS Ram 8GB + 1 khe trống cho phép nâng cấp tối đa đến 64GB, ổ cứng SSD 512GB mang đến tốc độ xử lý nhanh cùng đa nhiệm mượt mà. Màn hình 14.0 inch độ phân giải Full HD mang lại chất lượng hiển thị sắc nét Tích hợp web cam 720p - thoả sức đàm thoại qua video call Thiết kế vỏ kim loại cứng cáp, nặng chỉ 1.3kg dễ dàng mang theo Máy đi kèm Windows 11 bản quyền",Xám,2022,Trung Quốc,AMD Radeon Graphics Vega 7,AMD Ryzen 5 - 5500U,8GB,DDR4 3200 MHz,8GB DDR4 3200 MHz 2 khe cắm tối đa 64GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",512GB,,Tấm nền IPS,14 inches,,1920 x 1080 pixels (FullHD),Nahimic Audio,Vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 18.1 mm,1.3 kg,Wi-Fi 6,,,720p,Windows 11 Home SL,"3-cell Li-Po, 39 Wh",Wi-Fi 6E (802.11ax),Bluetooth 5.2,2 x USB 3.2   HDMI  Jack tai nghe 3.5 mm  USB Type-C  1 x Khe đọc thẻ nhớ
Văn phòng,laptop-huawei-matebook-14-r5,Laptop Huawei Matebook 14,19000000,42,42,huawei,matebook,4.0,"Đa nhiệm tốt - 16GB ram giúp máy hoạt động mượt mà cả khi mở nhiều ứng dụng Hiệu năng ổn định - chip AMD R5500u cân tốt các tác vụ văn phòng, chỉnh sửa hình ảnh nhẹ nhàng Thiết kế sang trọng với vỏ kim loại cao cấp Chất lượng hiển thị đỉnh cao với màn hình 2K cùng công nghệ giàm ánh sáng xanh Trang bị micro đàm thoại giúp mọi cuộc trò chuyện trở nên dễ dàng hơn",Bạc,2022,Singapore,AMD Radeon Graphics,AMD Ryzen 5 5500U,16GB,,16GB,512 GB NVMe PCIe SSD,512GB,,Tấm nền IPS,14 inches,100% sRGB,2160 x 1440 pixels,Tích hợp Micro,Vỏ kim loại,307.5 x 223.8 x 15.9 mm,1.49 kg,Bảo mật vân tay,,Cảm biến vân tay,HD 720p,Windows 11,56 Wh,IEEE 802.11a/b/g/n/ac,v5.0,"USB-C x 1 (support data, charging and DisplayPort)   USB3.2 Gen1 x 2   HDMI x 1   1 x combo mic tai nghe 3.5mm"
Văn phòng,laptop-lenovo-thinkpad-e14-21eb0063vn,Laptop Lenovo ThinkPad E14 21EB0063VN,20000000,91,18,lenovo,thinkpad,0.0,"Màn hình 14 inch Full HD, tấm nền IPS cùng độ sáng 300 nits cho hình ảnh hiển thị sắc nét Bộ vi xử lý AMD Ryzen 7 5825U cho mọi thao tác làm việc nhanh, tiết kiệm thời gian RAM 8GB cùng ổ cứng 512 GB SSD mở máy, mở ứng dụng chỉ trong tích tắc Hệ thống loa Harman Kardon tạo nên không gian giải trí trên cả tuyệt vời Tích hợp cảm biến vân tay giúp bạn đăng nhập an toàn và nhanh chóng",Đen,2024,Hàn Quốc,AMD Radeon Graphics,"AMD Ryzen 7 5825U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",8GB,DDR4-3200 Onboard,"8GB DDR4-3200 Onboard 2 khe (1 khe 8 GB Onboard + 1 khe cắm DDR4 SO-DIMM, hỗ trợ kênh đôi nâng cấp lên đến 40 GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0  Hai khe cắm M2 hỗ trợ nâng cấp lên đến 1TB,512GB,,Tấm nền IPS,14 inches,Độ sáng 300nits  Màn hình chống chói Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),"Âm thanh độ phân giải cao (HD)  Realtek ALC3287 codecLoa âm thanh nổi, 2W x2  Dolby Audio   Âm thanh HARMAN",Vỏ kim loại,324 x 220.7 x 17.9 mm (W x D x H),1.64 kg,"Wi-Fi 6, Bảo mật vân tay",LED,Discrete TPM 2.0  Bảo mật vân tay,FHD 1080p + IR Hybrid với màn trập camera,Windows 11 Home,45Wh,"Realtek Wi-Fi 6 RTL8852BE, 11ax 2x2",Bluetooth 5.1,"1x USB 2.0  1x USB 3.2 Gen 1 (Luôn bật)  1x USB-C 3.2 Gen 1 (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.2)  1x HDMI 1.4b  1x Headphone / microphone combo jack (3.5mm)  1x Ethernet (RJ-45)"
Văn phòng,laptop-dell-vostro-5320-p156g001agr,Laptop DELL Vostro 5320 P156G001AGR,20000000,67,43,dell,vostro,0.0,"Thiết kế sang trọng, thanh lịch, nặng chỉ 1.2kg Thích hợp cho người dùng văn phòng - I5-1240P, 8GB ram chạy mượt các phần mềm như word, exel, Photoshop Pin cực khoẻ - 4 cell 63whr cho thời gian sử dụng bền bỉ Màn hình 13.3 inch - Độ phân giải Full HD cho chất lượng hiển thị sắc nét",Xám,2021,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i5-1240P (12M Cache, 1.2GHz, Turbo Boost 4.4GHz)",8GB,8GB LPDDR5 4800MHz (Onboard),8GB 8GB LPDDR5 4800MHz (Onboard),256GB M.2 PCIe NVMe SSD,256GB,,Tấm nền WVA,13.3 inches,"FullHD+ (1920x1200 pixels) 60Hz  AG, tấm nền WVA, 300 nits  ComfortView Plus",1920 x 1200 pixels (FullHD+),,,,1.2 kg,"Wi-Fi 6, Bảo mật vân tay",,,,Win11 Home SL (Microsoft Office Home và Student 2021),4 cell 63 Wh (Pin liền),WiFi 802.11ax,Bluetooth 5.1,1x Khe đọc thẻ micro-SD2x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-C (Hỗ trợ DisplayPort/Sạc)1x HDMI 1.4b1x Giắc cắm âm thanh đa năng
